Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
beauty-of-joseon-pore-firming-serum-red-bean-pdrn-peptide,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/710hUrkGSmL._SL1500.jpg?v=1788158701,6,סרום Red Bean PDRN של Beauty of Joseon – תמונה 6,,,,
beauty-of-joseon-pore-firming-serum-red-bean-pdrn-peptide,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71O32IRQF-L._SL1500.jpg?v=1788158701,7,סרום Red Bean PDRN של Beauty of Joseon – תמונה 7,,,,
beauty-of-joseon-revive-eye-serum-ginseng-retinal,סרום עיניים Revive ג׳ינסנג + רטינל,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>סרום טיפוח לאזור העיניים עם 10% תמצית שורש ג׳ינסנג ו־2% Retinal Liposome, במרקם מזין שאינו דביק.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>10% תמצית ג׳ינסנג</li>
<li>2% Retinal Liposome</li>
<li>מרקם חלק ונעים באזור העיניים</li>
<li>מתאים לכל סוגי העור לפי היצרן</li>
</ul>
<p><strong>כמות / גודל:</strong> 30 מ״ל</p>
<h3>איך משתמשים</h3>
<p>הניחי כמות קטנה על האצבע וטפחי בעדינות סביב אזור העיניים. לעור רגיש מומלץ להתחיל בכמות קטנה ולהגדיל בהדרגה לפי הוראות היצרן.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> מכיל רטינל. יש לעיין בהוראות ובאזהרות היצרן לפני השימוש.</p>
<h2>למי המוצר מתאים</h2>
<p>למי שרוצה לבנות שגרת טיפוח קוריאנית קצרה וברורה ולבחור מוצר לפי התפקיד שלו, המרקם והשלב הנכון בשגרה.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>אחרי סרום ולפני קרם הלחות, בכמות קטנה ובטפיחות עדינות סביב עצם ארובת העין.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>אחרי סרום ולפני קרם הלחות, בכמות קטנה ובטפיחות עדינות סביב עצם ארובת העין.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",Beauty of Joseon,Skin Care,Eye Cream,"Beauty of Joseon, K-Beauty, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809738316146,113,shopify,0,deny,manual,69.90,,TRUE,TRUE,8809738316146,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/beauty-of-joseon-revive-eye-serum-ginseng-retinal-tiger-catalog.webp?v=1788178993,1,סרום עיניים Revive ג׳ינסנג + רטינל של Beauty of Joseon,FALSE,סרום עיניים קוריאני ג׳ינסנג + רטינל | Beauty of Joseon,"סרום עיניים קוריאני של Beauty of Joseon עם ג׳ינסנג ו-Retinal Liposome, במרקם מזין ולא דביק. מחיר בישראל ומשלוח לכל הארץ.",active
beauty-of-joseon-revive-eye-serum-ginseng-retinal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/219iNlchlhL.jpg?v=1788158707,2,סרום עיניים Revive של Beauty of Joseon – תמונה נוספת,,,,
beauty-of-joseon-dynasty-cream,קרם Dynasty,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>קרם לחות עשיר ואהוב של Beauty of Joseon עם מי סובין אורז, מי ג׳ינסנג, סקוואלן וניאצינאמיד, ללחות ממושכת וגימור זוהר טבעי.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>2% ניאצינאמיד ו־2% סקוואלן</li>
<li>מרקם קרמי עשיר ללחות ממושכת</li>
<li>מסייע לאיזון תחושת השומן והלחות</li>
<li>מתאים לכל סוגי העור, ובמיוחד לעור יבש לפי היצרן</li>
</ul>
<p><strong>כמות / גודל:</strong> 50 מ״ל</p>
<h3>איך משתמשים</h3>
<p>כשלב האחרון בשגרת הטיפוח, מרחי כמות מתאימה על הפנים וטפחי בעדינות לספיגה. ניתן להתאים את הכמות לסוג העור.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>לעור שמרגיש יבש, מתוח או מיובש ולמי שמחפשת לחות נוחה שתשתלב בשגרה בלי להכביד.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>אחרי טונר וסרום, כשלב הלחות האחרון בערב. בבוקר מסיימים מעליו עם קרם הגנה.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>אחרי טונר וסרום, כשלב הלחות האחרון בערב. בבוקר מסיימים מעליו עם קרם הגנה.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",Beauty of Joseon,Skin Care,Moisturizer,"Beauty of Joseon, K-Beauty, K-Beauty: Hydration, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809525249565,340,shopify,0,deny,manual,99.90,,TRUE,TRUE,8809525249565,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/beauty-of-joseon-dynasty-cream-tiger-catalog.webp?v=1788178997,1,קרם Dynasty של Beauty of Joseon,FALSE,קרם Dynasty | Beauty of Joseon,"קרם לחות עשיר של Beauty of Joseon עם מי סובין אורז, מי ג׳ינסנג, סקוואלן וניאצינאמיד, ללחות ממושכת וגימור זוהר טבעי. מחיר בישראל ומשלוח לכל הארץ.",active
beauty-of-joseon-dynasty-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/s-l1600_c75eb775-3402-4f0f-89ba-cc34922a1957.jpg?v=1788158707,2,קרם Dynasty של Beauty of Joseon – תמונה 2,,,,
beauty-of-joseon-dynasty-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/1_47b12b73-e25f-482c-8d6b-10eaddebdad8.png?v=1788158708,3,קרם Dynasty של Beauty of Joseon – תמונה 3,,,,
beauty-of-joseon-dynasty-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/3_ad4e588e-3d53-4d9e-972e-79f6e5d9a626.png?v=1788158707,4,קרם Dynasty של Beauty of Joseon – תמונה 4,,,,
beauty-of-joseon-relief-sun-rice-probiotics-spf-50-pa,קרם הגנה Relief Sun Rice + Probiotics SPF50+ PA++++,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>קרם הגנה קוריאני קליל וקרמי עם אורז ותמציות דגנים מותססים, המעניק SPF50+ PA++++ וגימור לח וזוהר ללא שכבה לבנה.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>SPF50+ PA++++</li>
<li>מרקם קליל ולא דביק</li>
<li>ללא White Cast לאחר הספיגה לפי היצרן</li>
<li>מתאים לשימוש לפני איפור</li>
</ul>
<p><strong>כמות / גודל:</strong> 50 מ״ל</p>
<h3>איך משתמשים</h3>
<p>כשלב האחרון בשגרת הבוקר, מרחי כמות נדיבה ואחידה על אזורים החשופים לשמש.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>למי שמחפשת הגנה יומיומית מהשמש כחלק קבוע משגרת הבוקר, עם מרקם שנוח לשלב מעל טיפוח ומתחת לאיפור.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>בשלב האחרון של שגרת הבוקר, אחרי קרם הלחות ולפני איפור. יש למרוח כמות נדיבה ולחדש לפי הוראות היצרן ובמהלך חשיפה לשמש.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>בשלב האחרון של שגרת הבוקר, אחרי קרם הלחות ולפני איפור. יש למרוח כמות נדיבה ולחדש לפי הוראות היצרן ובמהלך חשיפה לשמש.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",Beauty of Joseon,Sunscreen,Sunscreen,"Beauty of Joseon, K-Beauty, K-Beauty: Sun, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809782555508,113,shopify,0,deny,manual,79.90,,TRUE,TRUE,8809782555508,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/beauty-of-joseon-relief-sun-rice-probiotics-spf-50-pa-tiger-catalog.webp?v=1788178995,1,קרם הגנה Relief Sun Rice + Probiotics SPF50+ PA++++ של Beauty of Joseon,FALSE,קרם הגנה Relief Sun Rice + Probiotics SPF50+ | Beauty of Joseon,"קרם הגנה קוריאני קליל וקרמי עם אורז ותמציות דגנים מותססים, המעניק SPF50+ PA++++ וגימור לח וזוהר ללא שכבה לבנה. מחיר בישראל ומשלוח לכל הארץ.",active
beauty-of-joseon-relief-sun-rice-probiotics-spf-50-pa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/beauty-of-joseon-relief-sun-rice-probiotic-50ml-318.jpg?v=1788158707,2,קרם הגנה Relief Sun של Beauty of Joseon – תמונה 2,,,,
beauty-of-joseon-relief-sun-rice-probiotics-spf-50-pa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/s-l1600.jpg?v=1788158707,3,קרם הגנה Relief Sun של Beauty of Joseon – תמונה 3,,,,
beauty-of-joseon-ginseng-cleansing-oil,שמן ניקוי ג׳ינסנג,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>שמן ניקוי קליל על בסיס שמן סויה ושמן זרעי ג׳ינסנג, שממיס איפור, שומן ולכלוך ומותיר את העור נקי ונעים.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>שמן סויה כבסיס לניקוי</li>
<li>0.1% שמן זרעי ג׳ינסנג</li>
<li>מתחלב במגע עם מים ונשטף בקלות</li>
<li>מתאים לכל סוגי העור לפי היצרן</li>
</ul>
<p><strong>כמות / גודל:</strong> 210 מ״ל</p>
<h3>איך משתמשים</h3>
<p>על פנים יבשות, עסי 1–2 לחיצות של שמן. הוסיפי מעט מים כדי ליצור אמולסיה, שטפי במים פושרים והמשיכי עם ניקוי קצפי.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>למי שרוצה להסיר איפור, מסנן קרינה ולכלוך בסוף היום בלי להפוך את שלב הניקוי לאגרסיבי או מסורבל.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>בשלב הראשון של שגרת הערב: מעסים על עור יבש, מוסיפים מעט מים ליצירת תחליב ושוטפים היטב. אפשר להמשיך לניקוי עדין על בסיס מים.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>בשלב הראשון של שגרת הערב: מעסים על עור יבש, מוסיפים מעט מים ליצירת תחליב ושוטפים היטב. אפשר להמשיך לניקוי עדין על בסיס מים.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",Beauty of Joseon,Skin Care,Cleansing Oil,"Beauty of Joseon, K-Beauty, K-Beauty: Cleanse, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809968130130,340,shopify,0,deny,manual,89.90,,TRUE,TRUE,8809968130130,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/beauty-of-joseon-ginseng-cleansing-oil-tiger-catalog.webp?v=1788178990,1,שמן ניקוי ג׳ינסנג של Beauty of Joseon,FALSE,שמן ניקוי לפנים ג׳ינסנג | Beauty of Joseon,"שמן ניקוי לפנים של Beauty of Joseon עם ג׳ינסנג ושמן סויה, להסרת איפור, SPF ולכלוך כחלק משגרת Double Cleansing. משלוח בישראל.",active
beauty-of-joseon-ginseng-cleansing-oil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/8809738315866.jpg?v=1788158707,2,שמן ניקוי ג׳ינסנג של Beauty of Joseon – תמונה 2,,,,
beauty-of-joseon-ginseng-cleansing-oil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/s-l500_d65c50e3-0336-4989-81ef-483a9a1109c4.jpg?v=1788158707,3,שמן ניקוי ג׳ינסנג של Beauty of Joseon – תמונה 3,,,,
beauty-of-joseon-ginseng-cleansing-oil,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/s-l500_f0012bc3-4ffa-4a36-b193-e05018c7bc6f.jpg?v=1788158707,4,שמן ניקוי ג׳ינסנג של Beauty of Joseon – תמונה 4,,,,
cosrx-advanced-snail-96-mucin-power-essence,אסנס Snail 96 Mucin Power,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>אסנס קליל עם 96% מוצין חלזונות מסונן, שנועד להעניק לעור לחות אינטנסיבית, לשפר את תחושת המרקם ולהוסיף זוהר טבעי.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>נספג במהירות ומעניק לחות ללא תחושה כבדה</li>
<li>מסייע למראה עור חלק וזוהר יותר</li>
<li>מיועד לעור שנראה יבש, עמום או מחוספס</li>
<li>מרקם קליל שמתאים לשילוב בשגרת טיפוח</li>
</ul>
<p><strong>כמות / גודל:</strong> 100 מ״ל</p>
<h3>איך משתמשים</h3>
<p>לאחר ניקוי וטונר, מרחי על הפנים וטפחי בעדינות בעזרת קצות האצבעות עד לספיגה.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>לעור שמרגיש יבש, מתוח או מיובש ולמי שמחפשת לחות נוחה שתשתלב בשגרה בלי להכביד.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>אחרי ניקוי וטונר ולפני קרם לחות. מתחילים בכמות קטנה ומאפשרים למוצר להיספג לפני השלב הבא.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>אחרי ניקוי וטונר ולפני קרם לחות. מתחילים בכמות קטנה ומאפשרים למוצר להיספג לפני השלב הבא.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",COSRX,Skin Care,Serum,"COSRX, K-Beauty, K-Beauty: Hydration, K-Beauty: Snail, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809416470009,227,shopify,0,deny,manual,69.90,,TRUE,TRUE,8809416470009,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/cosrx-advanced-snail-96-mucin-power-essence-tiger-catalog.webp?v=1788179018,1,אסנס Snail 96 Mucin Power של COSRX,FALSE,אסנס Snail 96 Mucin Power | COSRX,"אסנס קליל עם 96% מוצין חלזונות מסונן, שנועד להעניק לעור לחות אינטנסיבית, לשפר את תחושת המרקם ולהוסיף זוהר טבעי. מחיר בישראל ומשלוח לכל הארץ.",active
cosrx-advanced-snail-96-mucin-power-essence,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61p-wtpDraL._SL1500.jpg?v=1788158317,2,אסנס Snail 96 Mucin Power של COSRX – תמונה 2,,,,
cosrx-advanced-snail-96-mucin-power-essence,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71FpdB1RTwL._SL1000.jpg?v=1788158317,3,אסנס Snail 96 Mucin Power של COSRX – תמונה 3,,,,
cosrx-advanced-snail-96-mucin-power-essence,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61eWGrYO0-L._SL1500.jpg?v=1788158317,4,אסנס Snail 96 Mucin Power של COSRX – תמונה 4,,,,
cosrx-the-6-peptide-skin-booster,בוסטר 6 פפטידים The 6 Peptide Skin Booster,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>בוסטר קליל במרקם דמוי טונר עם קומפלקס של 6 פפטידים, לשלב הראשון בשגרת הטיפוח ולמראה עור חלק, זוהר וגמיש יותר.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>6 סוגי פפטידים</li>
<li>מרקם קליל שנספג במהירות</li>
<li>מיועד לשכבות עם מוצרים נוספים</li>
<li>תומך במראה נקבוביות, גמישות וזוהר</li>
</ul>
<p><strong>כמות / גודל:</strong> 150 מ״ל</p>
<h3>איך משתמשים</h3>
<p>לאחר הניקוי, מרחי 2–3 לחיצות על העור. ניתן להוסיף שכבה נוספת לפי הצורך ולהמשיך עם קרם לחות.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>לעור מעורב או שמן, למראה מרקם לא אחיד ולמי שמחפשת שגרה ממוקדת יותר סביב נקבוביות ועודפי שומן.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>אחרי ניקוי ולפני אסנס או סרום. מתחילים בכמות קטנה ומטפחים בעדינות עד לספיגה.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>אחרי ניקוי ולפני אסנס או סרום. מתחילים בכמות קטנה ומטפחים בעדינות עד לספיגה.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",COSRX,Skin Care,Toner Lotion,"COSRX, K-Beauty, K-Beauty: Pores, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809598455658,227,shopify,0,deny,manual,89.90,,TRUE,TRUE,8809598455658,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/cosrx-the-6-peptide-skin-booster-catalog-v2.webp?v=1788273144,1,בוסטר 6 פפטידים The 6 Peptide Skin Booster של COSRX על רקע בהיר,FALSE,בוסטר 6 פפטידים The 6 Peptide Skin Booster | COSRX,"בוסטר קליל במרקם דמוי טונר עם קומפלקס של 6 פפטידים, לשלב הראשון בשגרת הטיפוח ולמראה עור חלק, זוהר וגמיש יותר. מחיר בישראל ומשלוח לכל הארץ.",active
cosrx-the-6-peptide-skin-booster,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/cosrx-the-6-peptide-skin-booster-tiger-catalog.webp?v=1788179005,2,בוסטר 6 פפטידים The 6 Peptide Skin Booster של COSRX,,,,
cosrx-the-6-peptide-skin-booster,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61ZNyaBF0CL._SL1500.jpg?v=1788158476,3,בוסטר 6 פפטידים של COSRX – תמונה 3,,,,
cosrx-the-6-peptide-skin-booster,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71v0bKNqB_L._SL1500.jpg?v=1788158476,4,בוסטר 6 פפטידים של COSRX – תמונה 4,,,,
cosrx-the-6-peptide-skin-booster,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/711ugS91vhL._SL1500.jpg?v=1788158476,5,בוסטר 6 פפטידים של COSRX – תמונה 5,,,,
cosrx-the-6-peptide-skin-booster,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/614gJ5RRWVL._SL1500.jpg?v=1788158476,6,בוסטר 6 פפטידים של COSRX – תמונה 6,,,,
cosrx-acne-pimple-master-patch,מדבקות הידרוקולואיד Acne Pimple Master Patch,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>מדבקות הידרוקולואיד נקודתיות שנועדו לכסות אזורים בעייתיים, להגן עליהם ממגע חיצוני ולספוג הפרשות.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>24 מדבקות בשלושה גדלים</li>
<li>יוצרות שכבת הגנה על האזור</li>
<li>הידרוקולואיד סופג הפרשות מהאזור</li>
<li>נוחות לשימוש נקודתי</li>
</ul>
<p><strong>כמות / גודל:</strong> 24 מדבקות: 7 מ״מ, 10 מ״מ ו־12 מ״מ</p>
<h3>איך משתמשים</h3>
<p>יש לנקות ולייבש היטב את האזור ללא סרום או קרם. בחרי מדבקה בגודל המתאים והצמידי. החליפי כאשר המדבקה הופכת לבנה ומתנפחת.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> לעיון מלא יש לפעול לפי הוראות היצרן שעל האריזה.</p>
<h2>למי המוצר מתאים</h2>
<p>לעור מעורב או שמן, למראה מרקם לא אחיד ולמי שמחפשת שגרה ממוקדת יותר סביב נקבוביות ועודפי שומן.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>מדביקים על עור נקי ויבש לפני שאר מוצרי הטיפוח באזור הנקודתי, ומסירים לפי הוראות היצרן.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>מדביקים על עור נקי ויבש לפני שאר מוצרי הטיפוח באזור הנקודתי, ומסירים לפי הוראות היצרן.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",COSRX,Skin Care,Acne Treatment,"COSRX, K-Beauty, K-Beauty: Pores, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809416470245,113,shopify,0,deny,manual,19.90,,TRUE,TRUE,8809416470245,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/cosrx-acne-pimple-master-patch-tiger-catalog.webp?v=1788179010,1,מדבקות הידרוקולואיד Acne Pimple Master Patch של COSRX,FALSE,מדבקות הידרוקולואיד Acne Pimple Master Patch | COSRX,"מדבקות הידרוקולואיד נקודתיות שנועדו לכסות אזורים בעייתיים, להגן עליהם ממגע חיצוני ולספוג הפרשות. מחיר בישראל ומשלוח לכל הארץ.",active
cosrx-acne-pimple-master-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/2517360.png?v=1788158471,2,מדבקות Acne Pimple Master Patch של COSRX – תמונה 2,,,,
cosrx-acne-pimple-master-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/2517360_alt01.jpg?v=1788158470,3,מדבקות Acne Pimple Master Patch של COSRX – תמונה 3,,,,
cosrx-acne-pimple-master-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/2517360_alt02.jpg?v=1788158471,4,מדבקות Acne Pimple Master Patch של COSRX – תמונה 4,,,,
cosrx-acne-pimple-master-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/2517360_alt04.jpg?v=1788158470,5,מדבקות Acne Pimple Master Patch של COSRX – תמונה 5,,,,
cosrx-acne-pimple-master-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/2517360_alt06.jpg?v=1788158470,6,מדבקות Acne Pimple Master Patch של COSRX – תמונה 6,,,,
cosrx-acne-pimple-master-patch,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/415tbGL-UkL.jpg?v=1788158471,7,מדבקות Acne Pimple Master Patch של COSRX – תמונה 7,,,,
